x,y,z,v_x,v_y,v_z,roll,pitch,yaw,angular_v
0.0,0.0,4.454132400000007,0.0,0.0,3.6493200000000137,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.490527500000007,0.0,0.0,3.6297000000000135,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.526726400000007,0.0,0.0,3.6100800000000133,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.562729100000007,0.0,0.0,3.590460000000013,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.598535600000008,0.0,0.0,3.570840000000013,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.634145900000008,0.0,0.0,3.5512200000000127,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.669560000000009,0.0,0.0,3.5316000000000125,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.704777900000009,0.0,0.0,3.5119800000000123,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.739799600000008,0.0,0.0,3.492360000000012,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.774625100000009,0.0,0.0,3.472740000000012,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.809254400000008,0.0,0.0,3.4531200000000117,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.843687500000009,0.0,0.0,3.4335000000000115,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.877924400000008,0.0,0.0,3.4138800000000113,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.911965100000009,0.0,0.0,3.394260000000011,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.9458096000000085,0.0,0.0,3.374640000000011,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.979457900000009,0.0,0.0,3.3550200000000108,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.012910000000009,0.0,0.0,3.3354000000000106,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.046165900000009,0.0,0.0,3.3157800000000104,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.079225600000009,0.0,0.0,3.29616000000001,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.112089100000009,0.0,0.0,3.27654000000001,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.144756400000009,0.0,0.0,3.25692000000001,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.17722750000001,0.0,0.0,3.2373000000000096,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.20950240000001,0.0,0.0,3.2176800000000094,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.24158110000001,0.0,0.0,3.1980600000000092,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.27346360000001,0.0,0.0,3.178440000000009,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.305149900000011,0.0,0.0,3.158820000000009,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.336640000000011,0.0,0.0,3.1392000000000087,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.36793390000001,0.0,0.0,3.1195800000000085,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.3990316000000105,0.0,0.0,3.0999600000000083,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.42993310000001,0.0,0.0,3.080340000000008,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.46063840000001,0.0,0.0,3.060720000000008,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.49114750000001,0.0,0.0,3.0411000000000077,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,5.52146040000001,0.0,0.0,3.0214800000000075,0.0,0.0,0.0,[0. 0. 0.]
